视频标题,视频作者,网页链接,主题,播放量,点赞量,硬币量,收藏数
“武陵猫捕鱼为业！”,Pooh的小屋,https://b23.tv/BV1hM4y1t7tz,喵星人,5677658,533058,94532,142025
【胡夏X女儿情】女儿柔肠寸寸是相思，胡夏清泉音色诠释三世意难平,梦幻西游电脑版,https://b23.tv/BV14k4y1L7My,原创音乐,6196900,157906,84342,62995
五天连爬五岳 今天最后一站 华山！,旺仔有内涵,https://b23.tv/BV1Eh4y1t7oY,搞笑,4071037,547398,118849,25222
【沈月】翁小雯结婚 谁哭得最大声,沈月本人,https://b23.tv/BV1yT411t77v,明星综合,3239281,434345,224400,73388
《崩坏：星穹铁道》景元角色PV——「天地为枰」,崩坏星穹铁道,https://b23.tv/BV11z4y187KN,手机游戏,5036251,375370,147757,78461
英国战忽局是谁成立的？【硬核狠人52】,小约翰可汗,https://b23.tv/BV11s4y1Q7Yf,人文历史,3407960,238381,100729,35795
《赛博方丈》豆瓣2.8,神奇的老皮VFX,https://b23.tv/BV1WV4y1k7oe,搞笑,3744976,247146,84313,62205
【基德】加纳国家崩溃报告：天降痿人,吟游诗人基德,https://b23.tv/BV1gg4y1V73N,科学科普,4118773,214753,35394,35104
《原神》3.7版本PV：「决斗！召唤之巅！」,原神,https://b23.tv/BV1MM4y1t7v1,手机游戏,4420085,168886,32682,24936
这辈子没这么崩溃过！！！,黑猫厨房,https://b23.tv/BV1jo4y1V74C,家居房产,3415232,278686,99867,23522
【罗翔】去过很多地方，看过很多美景，旅行的意义在哪里？,罗翔说刑法,https://b23.tv/BV1Fk4y1j79c,社科·法律·心理,3599477,254439,122522,75669
我的试作高达 蕉原一号！塞尔达王国之泪,SoulBanana蕉蕉,https://b23.tv/BV16o4y1V7Qr,手机游戏,2746364,80032,12898,16720
沉浸式吃席，花钱也吃不到的300人盛大傣族村宴，吃哭了。,日食记,https://b23.tv/BV1qT411x7FR,美食制作,2869812,279378,223673,73063
改革春风吹满地，99春晚挺国际，有歌有舞有好戏，团圆携手跨世纪！【难忘今朝1999】,培根悖论唠唠嗑,https://b23.tv/BV1is4y1M7Dz,影视杂谈,1732111,99958,75346,27206
“最后说一次，玛卡巴卡也要开始加速了！”——『花 园 制 造』！！,笔龙XDDD,https://b23.tv/BV1xo4y1V7KE,MAD·AMV,2034581,191723,55209,103939
星穹铁道最浪漫的支线，没有之一！！！,哦漏QAQ,https://b23.tv/BV1wT411t7HA,手机游戏,3368647,402984,266816,223329
【星穹铁道丨青雀】“自己的牌，想胡就糊”,司墨尧smile,https://b23.tv/BV1No4y1w7BV,原创音乐,3155992,369941,89030,121754
【倒影 | 官方MV 】周杰伦 你的倒影是我带不走的风景 ⋯ 尽管美景带不走 音乐和影像会留在你们心中,杰威尔音乐,https://b23.tv/BV12o4y1V78X,MV,2014829,154259,89559,40055
中 国 功 夫,含亮老师,https://b23.tv/BV1DX4y117u5,运动综合,3722594,485426,255270,77254
全程高能！红孩儿的前世今生，这魔童究竟哪门哪派？,啊粥粥啊粥,https://b23.tv/BV1yg4y1G7jY,影视杂谈,2058782,140778,128331,34428
把作业烧了 吃烧烤,乡村教师日记,https://b23.tv/BV1Rs4y1B7Fs,三农,965563,82911,67864,5307
坏消息：鬼有电锯。好消息：我有枪,老番茄,https://b23.tv/BV1gT411t7qX,搞笑,4192662,396481,76990,79976
很多人问我为什么这么丑,我是超人cr,https://b23.tv/BV1F24y1K78q,绘画,3906294,558747,11830,45377
朋友问我塞尔达怎么还没通关,鱼丸公公,https://b23.tv/BV18h411571k,短片·手书·配音,1777277,184931,89630,69471
中国男子用树枝做千万特效角色,郑太阳Sun,https://b23.tv/BV1ps4y1g7fq,手工,4279689,557546,189698,49679
想看看大家高中的照片，想看看大家热烈的青春。,良田田田,https://b23.tv/BV1Nh411w7vX,时尚潮流,3770922,380815,13252,36720
《豆 腐 烫 人 事 件》,盗月社食遇记,https://b23.tv/BV1Xh411c7Px,美食侦探,1836100,153265,75609,14452
可是雪，飘进法律,俏佳人xxx,https://b23.tv/BV1vh411c7W1,社科·法律·心理,7381089,846179,17342,55043
【鬼谷闲谈】玉米：我已面目全非 但归来仍是王者,芳斯塔芙,https://b23.tv/BV1bs4y1g747,科学科普,1867494,170432,63297,31747
【原神动画】长生：let me do it for you⭐,比彼,https://b23.tv/BV1sk4y1L7vc,短片·手书·配音,2255483,355825,32055,94161
最强七人即将集结！《七人传奇：光与暗之交战》终测定档5月30日！,七人传奇光与暗之交战,https://b23.tv/BV1xX4y117v7,手机游戏,1174148,20050,3869,3455
【STN快报第七季15】花几百万都没养成六星，难怪我爸老是看我不顺眼。,STN工作室,https://b23.tv/BV1fh4y147XU,单机游戏,1462262,119104,84006,21625
各地人无形中的炫富！,粤知一二,https://b23.tv/BV17L411679y,搞笑,4659010,439398,9977,30727
惊天大发现（密）！我找到一个人对抗孤独的方法了耶！,超Carry的柴西,https://b23.tv/BV1is4y1Q7FG,出行,2211234,102785,50905,32499
离谱！我60岁老爹居然是个游戏肝帝。,史蒂猪StevenPig,https://b23.tv/BV1ic411K7YU,单机游戏,3263673,319202,87155,42132
⚡️“可是雪啊，埋进土里”⚡️,寒了个羽,https://b23.tv/BV1QX4y127jq,人力VOCALOID,4831752,464480,334845,251337
给喜欢扣6的前任写了首歌,SuperA,https://b23.tv/BV11h41157PT,原创音乐,1701066,174781,48162,60240
有钱都买不到的海神后海螯虾，颜值爆表，刺身整只抱着啃爽翻了,小文哥吃吃吃,https://b23.tv/BV1mg4y157mG,美食制作,1444553,91524,14101,4382
哭了！妈妈竟然把她两闺蜜找来一起演奏《未闻花名》secret base ~君がくれたもの~,玩音乐的EZ,https://b23.tv/BV1co4y157wf,演奏,2790682,342398,183199,84611
挑战！当玛丽苏女主走进现实！三十米长发，美得惊心动魄......,小耳朵图图tu-,https://b23.tv/BV1dP411R7vn,搞笑,1088500,64006,27661,13411
当不同分区的up主一起跳《极乐净土》,-欣小萌-,https://b23.tv/BV1nX4y1C72J,宅舞,5266338,828072,333622,207308
不好意思，在球场我不会给任何人机会！,永琪吗,https://b23.tv/BV1ks4y1M7sz,搞笑,6949861,930726,68306,85137
在重庆，只有魔法能战胜魔法。,不自由摄影师winga,https://b23.tv/BV1eo4y1G7iJ,数码,4029409,297262,135827,70111
【速效休息】20分钟躺平冥想，重启大脑提高专注力 |考生必备,范李猿,https://b23.tv/BV1nm4y1t7t5,健身,3771578,329671,128144,460082
推东北偶像，当然要用东北话来打call ！！长春地下偶像Blossom首次公演歌切（字幕附）,芥茉家的ghost,https://b23.tv/BV14c411A72x,音乐现场,4154547,227039,37487,77933
【医学博士】熬夜后这四个迹象！说明你的身体已经到极限了！I 连续熬夜一年，这是身体的变化,兔叭咯,https://b23.tv/BV1pu411x7m8,科学科普,3988735,228864,59339,107403
【冰冰vlog.009】喂食记,吃花椒的喵酱,https://b23.tv/BV1TM4y1B7Kh,日常,2166748,201467,80386,26276
兆惠·平准战争：乾隆的怒火，如何摧毁一个国家？【乾隆往事】,正直讲史-李正Str,https://b23.tv/BV1cX4y1y7qR,人文历史,2209812,153109,152443,47649
要被这曹操盖饭笑死哈哈哈！,龙大人不喷火,https://b23.tv/BV1jP41197yV,人力VOCALOID,6432426,418952,112815,137124
欢迎来到大学生的世界，高考生们。,豆豆豆豆逗是我,https://b23.tv/BV1ZV4y1B7Df,搞笑,5106196,465044,210298,163111
亚洲最年轻的国家在哪里？【奇葩小国47】,小约翰可汗,https://b23.tv/BV1No4y1G7t3,人文历史,4271894,286746,170280,51158
工业化流水线洗狗,九品芝麻铲屎官,https://b23.tv/BV1FM4y1i79V,汪星人,3622659,335165,181089,51924
🤣👉 盒↗盒↗盒↘盒↘盒,球球特别大,https://b23.tv/BV1sc411N76j,鬼畜调教,3428450,197904,22616,47559
我和吕思清老师合作啦！把古诗词改成原创歌曲《观书有感》,Vicky宣宣,https://b23.tv/BV1fs4y1K7wp,原创音乐,2050090,269839,78293,38803
《原神》角色演示-「绮良良：歧尾万巷行」,原神,https://b23.tv/BV1sP411d7Jc,手机游戏,3357324,246088,48154,29203
我被开除啦！！,小傲想睡觉,https://b23.tv/BV14V4y167de,搞笑,3563572,263313,70434,47374
明天她要结婚了，我该怎么办？,盗月社食遇记,https://b23.tv/BV1Ws4y1M7e2,日常,3181006,228539,172578,31721
以为是只白斩鸡，一刀下去好震惊！,绵羊料理,https://b23.tv/BV1Th411c7q5,美食制作,4714119,354416,145473,38752
喧闹任其喧闹 自有我自为之，我自风情万种 与世无争。,良田田田,https://b23.tv/BV11s4y1M7av,时尚潮流,3023774,504738,171171,30918
一面镜子100万？我们想给空气照张相，于是……,影视飓风,https://b23.tv/BV1kV4y1B7TC,科学科普,3864792,346913,77869,49317
你真的看懂拜月了吗？拜月背后的宗教霸权与科技忧思！【仙剑奇侠传深度解析02】,Claire的编辑室,https://b23.tv/BV1fM4y1q79Y,影视杂谈,628480,31226,17934,9651
【碧蓝航线6周年】「碧海流年，心跳如初——碧蓝航线6周年特别放送」全程回顾,碧蓝航线,https://b23.tv/BV1Uo4y1F7eq,手机游戏,3276794,136366,19060,15933
百人爆肝4000小时⚡史上最强阴阳师cosplay⚡看过的人都…,萧影殿下,https://b23.tv/BV1Mc411A7uP,手机游戏,1541785,125899,102632,52706
被老婆夸是全世界最会做猪蹄的男人。,日食记,https://b23.tv/BV1Eh4y14789,美食制作,3453276,178786,32919,75632
⚡️卡芙卡⚡️我们还能不能再见面⚡️😭,一奶茶本茶一,https://b23.tv/BV16o4y1F7Vi,短片·手书·配音,1538949,248531,29608,70649
耗时20天！在纸上玩火影忍者,棕与灰9,https://b23.tv/BV1So4y1G7hn,短片·手书·配音,2337498,256352,116304,49368
玫瑰花是如何度过520的,张津铭,https://b23.tv/BV1yP41197PH,时尚潮流,2583657,407185,19807,26791
绝望周末又开始了,疯狂小杨哥,https://b23.tv/BV1Xg4y1F7ds,搞笑,3961497,309957,11838,16085
这一嗓子直接让我回到了快乐星球！！！,真栗,https://b23.tv/BV1zm4y1t7P7,翻唱,2726756,116239,50987,33019
哈哈哈道爷我成了！🔥《道诡异仙》真人版,紫醉小迷兒,https://b23.tv/BV1sc411K79t,影视剪辑,893912,67500,27273,23016
这位更是重量级,姜峰真的苟,https://b23.tv/BV1xg4y1c7ua,搞笑,5067749,549186,15377,103543
在淄博烧烤店打工是一种什么体验,拉宏桑,https://b23.tv/BV12h4y1t7dV,出行,1694682,103877,25616,6189
这个游戏出现在21世纪还是太先锋了,某幻君,https://b23.tv/BV1UV4y1z77S,单机游戏,2651622,235247,145230,94797
进 来 看 姬 小 满 踢 腿！ 🔥,河野华,https://b23.tv/BV1uk4y1x7N5,宅舞,2533759,156237,23640,39841
赚翻了！“无用脚踏”带来这么多好处！,墨轩TG,https://b23.tv/BV18V4y167Vn,网络游戏,671179,83207,61297,7022
一个高中生自己写的歌——《向日葵先生》,呆啊歪歪涵,https://b23.tv/BV1xs4y1z7b9,原创音乐,2978167,371210,168583,144912
DIYvlog｜0成本💰改造！今天是朋友剩下的伴娘裙～,铁一WENDYZ,https://b23.tv/BV1Qu411W7Yi,仿妆cos,1543658,217604,9306,26210
CORSAK胡梦周｜光遇夜行季推广曲《暮Passage》MV,CORSAK官方频道,https://b23.tv/BV1Rs4y1K7W3,MV,1146230,53170,2833,9354
亚洲首富垄断印度经济，竟然被做空了,小Lin说,https://b23.tv/BV1wz4y1b7y4,财经商业,1685335,64714,12479,7969
四五月女团大战谁赢了？aespa、IVE、(G)I-DLE、LE SSERAFIM、JISOO、FIFTY FIFTY、李彩演,凌世昊,https://b23.tv/BV1BT411x7PX,乐评盘点,581194,18650,5548,4672
【东盟十国丨番外】都讲中文，东南亚华人和我们有何不同？,小王Albert,https://b23.tv/BV1TM4y1q7M4,人文历史,1453773,95003,36084,13652
新手下厨关于调料收藏这一个就够了，15个必买调料做9个家常味道，手把手教你炸厨房,泡厨房的顾小胖,https://b23.tv/BV1DP41197Dj,美食制作,1784497,104115,72090,180042
有野心从来不是贬义词 要站到更高的地方,氧化菊,https://b23.tv/BV1Yh411F7m4,时尚潮流,655251,96875,10415,10957
硬核巨型烤全羊让芬兰家人惊到傻眼！英国朋友兴奋尖叫！滋滋冒油骨头都吃掉！三家人首次合体嗨翻天！,雨琪在芬兰,https://b23.tv/BV1Wa4y1g7YM,美食记录,1735270,160080,112298,14949
初代国模顶流瞿颖，最炸裂的人生，最“摆烂”的活法【人间最强】,Vista看天下,https://b23.tv/BV1Zk4y1L7ve,娱乐杂谈,760458,40220,3682,6346
自制水路两栖钓鱼房车,手工耿,https://b23.tv/BV1HP411D7Rj,极客DIY,5283537,503557,247905,57708
《防空模拟器》,马鹿blyat,https://b23.tv/BV1qk4y1x72X,极客DIY,5168620,421544,120198,61413
10元一份，文旅局长带我吃才知道，这碗粉为什么会火爆云南！,盗月社食遇记,https://b23.tv/BV1no4y1M7PM,美食侦探,2912805,300108,184343,34117
【邓紫棋的VLOG】马尔代夫-天堂之旅,GEM鄧紫棋,https://b23.tv/BV1Yk4y1W7sX,音乐综合,3951371,284479,62596,46549
《重返未来：1999》公测PV上映：雨幕之间 时代重映,重返未来1999,https://b23.tv/BV1rk4y1L73b,手机游戏,4760262,104647,23191,24763
世纪大奔现！UP主与粉丝的拉萨之约！【令人澎湃的西藏】泪目收官,好奇星人知识喵,https://b23.tv/BV1f8411Z7R1,人文历史,1595395,25835,2821,4255
猜错了扣工资！！！,高斯Goh,https://b23.tv/BV1nu4y1f78E,桌游棋牌,3844665,268407,89163,55588
保护小潮院长,杜海皇,https://b23.tv/BV1rM4y1v7Vo,单机游戏,3743775,267904,79773,52807
白银亚索vs王者拉克丝，嘴强还是真强？真金白银vs最强王者#3,上单老祖,https://b23.tv/BV1TP411X7Rn,电子竞技,2927418,189407,33726,8777
6天6种人民币背景 挑战完成.祖国大好河山,旺仔有内涵,https://b23.tv/BV1Fk4y1s7DX,搞笑,3242629,543959,169237,37322
自己动手❗️改造父母卧室的第二天，自制无主灯吊顶,在逃许师傅,https://b23.tv/BV1Hs4y1T77L,家居房产,734844,118857,7014,8188
【STN快报第七季17】科乐美游戏开发第一步，开发律师函,STN工作室,https://b23.tv/BV1kM4y1i7vL,单机游戏,1329979,113299,78316,19095
谁能比拉姆更倒霉？【小约翰】,小约翰可汗,https://b23.tv/BV1rM4y1e7XK,人文历史,2578429,240164,131121,43397
《原神》过场动画-「流星知愿」,原神,https://b23.tv/BV1Zh4y1x7RL,手机游戏,2007517,217773,160619,83028
今天骑它去镇上拿快递，为了赶时间只能边骑边做饭,乡野小罗呀,https://b23.tv/BV1cX4y1a7iC,科工机械,3415482,265317,9533,25978
童年那么长，原来也就一首歌的时间啊！,央视新闻,https://b23.tv/BV1Xk4y1W7jT,综合,3869147,502401,232398,161523
《崩坏：星穹铁道》1.1版本「银河漫游」前瞻特别节目,崩坏星穹铁道,https://b23.tv/BV1Xu411W7Sp,手机游戏,2357786,164147,33144,22379
【每天6杯咖啡】我的身体发生了什么变化?!,帅soserious,https://b23.tv/BV1G8411f7cX,健身,2640767,115710,42103,38487
可爱…就是女生的必杀技！,-小D-biu,https://b23.tv/BV1du411p7dk,国风舞蹈,3234452,173147,16693,38358
消失的18块,甜蜜老张,https://b23.tv/BV1em4y14762,搞笑,6730833,247261,5990,25965
住手啊！要看不过来了！2023年7月新番导视！【泛式】,泛式,https://b23.tv/BV1sd4y1f7j6,动漫杂谈,2701340,251376,80448,65266
小傲小潮到处跑！整点淄博小烧烤！,小傲想睡觉,https://b23.tv/BV1Um4y1474e,搞笑,3443691,187345,50749,39961
能不能在法庭上整活（11）,俏佳人xxx,https://b23.tv/BV1eh4y1o7v7,社科·法律·心理,3519741,489824,40495,26094
《神兵小将》魔兽魔兽乖，坏人都被赶跑啦！,浅影阿,https://b23.tv/BV14h4y147Se,翻唱,1417205,101084,29655,18908
被广泛误读的《海的女儿》原版到底有多震撼？大量隐藏原文！真正的结局将颠覆你的童年记忆…,二二酸酸,https://b23.tv/BV1Zm4y1t7AX,影视杂谈,4141479,396612,122067,234168
前奏一响！没错…是童年无限循环的那首歌～,咻咻满,https://b23.tv/BV1GP411D7Ut,翻唱,2038698,93077,46216,35859
伍佰给别人写的歌是什么水平?丨HOPICO,HOPICO,https://b23.tv/BV1uM4y1B751,乐评盘点,1857618,91273,49090,22259
南方火锅vs北方火锅【定格动画】,红胡子老爹定格工坊,https://b23.tv/BV1Wu411s78B,手工,1407505,105850,31561,8035
《第二十五单心愿未完成》,好梦一日游zi,https://b23.tv/BV1TX4y1a74m,日常,3285362,439455,240788,51715
【传染病简史5】狂犬病：例无虚发，病死率99.99%的不治之症,医学科普联盟,https://b23.tv/BV1nd4y1f7Lo,科学科普,1459466,97136,35651,19102
让17位UP主续写同一段旋律，结果居然...?,-LKs-,https://b23.tv/BV1sX4y1h7yK,乐评盘点,1530190,146125,56906,55250
九龄｜极乐净土｜虽迟但到、索尼超甜～,是一只九龄,https://b23.tv/BV12L411v7m6,宅舞,3636655,201466,53721,65421
第一次带妈妈旅行！此刻她既自信又明朗～,阿靖zi-,https://b23.tv/BV15M4y1i72K,美妆护肤,812336,127459,12567,8852
【苏司喵】和ITZY一起跳Cheshire！梦想演唱会后台采访VLOG,苏司喵susiemeoww,https://b23.tv/BV1Mm4y147y3,明星舞蹈,1409259,184918,14219,24389
川 渝 美 女 三 选 一 💜,河野华,https://b23.tv/BV1gX4y1a7jK,仿妆cos,1162530,88657,11518,18050
小伙带着粉丝寄来的15个快递盲盒挑战孤岛求生，开局就让人大跌眼镜，直接原地降落,黄天麒,https://b23.tv/BV1jL411q7ZE,出行,1285495,30684,5460,8943
刘备临终托孤的地方，李白笔下的白帝城，这里为何能名流千古？,巡游轨迹,https://b23.tv/BV19o4y1T79N,出行,1738759,27694,14916,8816
可是我还活着,無無無鱼子,https://b23.tv/BV1Am4y1b7E7,短片·手书·配音,1085075,201134,99950,57647
这3分钟，我拍了一年。。。,韩小四AprilHan,https://b23.tv/BV1AL411q7Uz,健身,1118229,92805,26124,14526
童年梦想成真！加菲猫的美味千层面秘方被我发现了……,二喵的饭,https://b23.tv/BV1d24y1A7W9,美食制作,1514800,146104,20330,28769
更适合中国宝宝的学士服怎么准备？！进来抄作业！,贰一七,https://b23.tv/BV1fV4y1B7e7,穿搭,338270,42160,1260,22752
“燃尽的欢宜香，是她的救赎。”,惯兰君,https://b23.tv/BV1Hs4y1M723,影视剪辑,521783,65058,17056,17658
2023毕业歌《我们都拥有海洋》｜bilibili×吴青峰,哔哩哔哩弹幕网,https://b23.tv/BV1BN411C73S,原创音乐,6115086,228063,97418,113885
京 海 魔 盗 团,青红造了个白,https://b23.tv/BV1qh4y1s7cv,影视剪辑,5774262,558697,347124,163919
戴过Vision Pro后，这些问题有了答案,影视飓风,https://b23.tv/BV1hu4y1d7uz,数码,3130411,216763,87708,33658
小潮别死,小潮院长,https://b23.tv/BV1gN411C7Dn,单机游戏,5700136,501385,189865,108872
新王登基！,薪儿姐师尊,https://b23.tv/BV1cz4y1B7y9,小剧场,4891727,423214,27570,32772
高速相机揭秘近视手术，医生在眼球上到底做了啥？,亿点点不一样,https://b23.tv/BV1Bs4y1e7xF,科学科普,4144944,481007,122211,103497
小室哲哉×幸田来未×碧蓝航线6周年主题曲《Jump to the Breeze》全球首发！,碧蓝航线,https://b23.tv/BV1qo4y137h1,明星综合,6099801,171963,27106,32183
逃税在美国有多危险？【神奇组织06】,小约翰可汗,https://b23.tv/BV1pM4y1e7Ke,人文历史,4247659,336134,104327,53216
这玩意火了200多年，你不会没吃过吧？,绵羊料理,https://b23.tv/BV1RW4y1973m,美食制作,5397081,361856,186460,41049
「小泽」Apple Vision Pro 真机佩戴体验：今天下午，我看见了未来。,钟文泽,https://b23.tv/BV1Ps4y1q7K2,数码,3537332,127672,49782,30479
《崩坏：星穹铁道》银狼角色PV——「有点意思」,崩坏星穹铁道,https://b23.tv/BV15o4y1u7pH,手机游戏,4156969,342506,116264,71229
挑战在英国伦敦全程只说中文，他们居然...,中国BOY超级大猩猩,https://b23.tv/BV1Jc411V7Gc,出行,4250260,437896,97133,44524
长 辈 不 妙 曲,十五的月亮廿九圆,https://b23.tv/BV1qL411v7ew,演奏,1718979,233326,7676,50533
起猛了…高圆圆居然来吃了我的刀削面,巴黎小郭郭,https://b23.tv/BV1yo4y1E7iq,日常,3826628,358429,11822,22336
农村青年骑行亚欧大陆去冰岛，来到霍尔果斯，明天出发,徐云流浪中国,https://b23.tv/BV1QW4y1R7yb,出行,1397121,121896,88869,10124
高考助力摇,宇崎学妹想要摇,https://b23.tv/BV1KL411i7re,手势·网红舞,2126050,224865,42326,21309
所有大题？答题模板！高考语文？必胜高分！【学过石油的语文老师】,学过石油的语文老师,https://b23.tv/BV1oh4y1s7Lb,校园学习,2138442,185747,85603,111815
以后不发法律视频了，感谢大家,俏佳人xxx,https://b23.tv/BV1um4y1t7aC,社科·法律·心理,5513245,712708,33834,29662
极限8小时，我和橘子海拍了「夏日漱石」,小鹿Lawrence,https://b23.tv/BV1yz4y1q79f,数码,2004695,30397,17499,7260
自制看家机器人,手工耿,https://b23.tv/BV1wP411B7Zx,极客DIY,3401462,230063,48220,15761
26岁，是高中生,老番茄,https://b23.tv/BV1zs4y1e7Cn,搞笑,3134796,342232,55899,32941
马拉松在特警训练面前不值一提！,李炮炮儿,https://b23.tv/BV1so4y1M7hH,搞笑,2975075,371112,14612,15894
这杯咖啡谁舍得喝呀，不得先玩几个小时,江寻千,https://b23.tv/BV1614y1D7hP,美食制作,1689095,115836,12966,32626
《明日方舟》SideStory「空想花庭」活动宣传PV,明日方舟,https://b23.tv/BV1eN41117Pb,手机游戏,2244867,140679,45322,20488
《聪明墨菲特》,TheShy,https://b23.tv/BV1Jz4y1q7sG,电子竞技,2625879,192766,9958,7970
这玩意是怎么做到全国不统一的？？！,大碗拿铁,https://b23.tv/BV16k4y1W7R1,美食制作,3391414,115617,9199,12021
怎么用5块钱换来一只羊。看好了，我只教一遍。,疆域阿力木,https://b23.tv/BV1Ro4y1E7nP,三农,1825715,138397,1463,1468
我和数学学霸的差距（本视频取材于本人真实经历,papi酱,https://b23.tv/BV1rs4y1e72w,搞笑,2746199,283534,20416,16370
【2023高考】让你安心的最后一课！条件翻译+考点梳理+考试锦囊！,一数,https://b23.tv/BV1Nc41137sq,校园学习,1744423,140874,68059,80518
香港街唱戏腔《探窗》！世界各地的人前来围观,Vaniah维,https://b23.tv/BV19W4y1R7gH,音乐现场,1152510,88173,32418,12933
全世界只有中国人实现的“西瓜自由”！全靠这位奶奶！,橘右美美子,https://b23.tv/BV1oX4y1b7od,科学科普,2598431,332248,60053,31450
千万别脱离互联网太久,粤知一二,https://b23.tv/BV1qV4y1z7mZ,搞笑,3985991,351426,5314,26816
亚洲最大“高考工厂”到底长啥样？带你直击最真实的毛坦厂！,直男Talk,https://b23.tv/BV1PV4y1S7Hm,财经商业,603569,52994,2879,4666
90秒速通崩铁剧情【星穹铁道极速版】,吾心如一,https://b23.tv/BV1qh4y1s7dx,手机游戏,2507555,352464,53793,88943
洛天依&HoneyWorks| Ah~今天一定要传递爱意，好きなんです 【恋爱色魔法】,洛天依,https://b23.tv/BV1pX4y1a7Cd,VOCALOID·UTAU,648307,118643,25542,35064
一个班的学生委托我改造他们的班主任,良田田田,https://b23.tv/BV1To4y1T7SW,时尚潮流,1453959,206485,9105,8895
带海皇吃了3天炸鸡，瘦了5斤,叔贵,https://b23.tv/BV1kX4y1t7QJ,健身,2218034,196002,33002,29754
《国之美·“世界的中心 第一神山”冈仁波齐》,摄影家罗红,https://b23.tv/BV17V4y1U7Dt,出行,492676,52007,3068,9096
网红被堵戛纳门口，竟然和巩俐龚俊一起走红毯？,AHALOLO,https://b23.tv/BV1yz4y1i71G,时尚潮流,539310,32834,12477,2694
【阿猛】如果快乐就行！那这也算多巴胺穿搭吧......,怪力阿猛,https://b23.tv/BV13k4y1s7AD,穿搭,257266,22917,15892,2095
